score_rule,score_sem,score_AB,label,rule_time_ms,sem_time_ms
0.0,0.6165411,0.6165411,1,0.03838539123535156,4737.453937530518
0.0,0.49927455,0.49927455,1,0.0286102294921875,54.47101593017578
0.0,0.43926337,0.43926337,1,0.023365020751953125,42.639970779418945
0.0,0.58958924,0.58958924,1,0.023365020751953125,20.96700668334961
0.0,0.49704626,0.49704626,1,0.0324249267578125,25.0701904296875
0.0,0.84594786,0.84594786,1,0.057697296142578125,33.68854522705078
0.0,0.53027534,0.53027534,1,0.019788742065429688,45.157670974731445
0.0,0.6617381,0.6617381,1,0.02574920654296875,21.770715713500977
0.0,0.6171113,0.6171113,1,0.026941299438476562,18.94974708557129
0.0,0.6072347,0.6072347,1,0.03743171691894531,29.16884422302246
0.0,0.72217816,0.72217816,1,0.0171661376953125,67.44790077209473
0.0,0.5515401,0.5515401,1,0.022172927856445312,16.40915870666504
0.0,0.5089778,0.5089778,1,0.026941299438476562,31.704187393188477
0.0,0.39843053,0.39843053,1,0.08845329284667969,27.227163314819336
0.0,0.43559247,0.43559247,1,0.025272369384765625,18.029451370239258
0.0,0.6583679,0.6583679,1,0.02193450927734375,23.334980010986328
0.0,0.4296902,0.4296902,1,0.020503997802734375,45.15266418457031
0.0,0.58645797,0.58645797,1,0.018596649169921875,29.82926368713379
0.0,0.73860085,0.73860085,1,0.02574920654296875,18.0819034576416
0.0,0.7361748,0.7361748,1,0.027894973754882812,74.03111457824707
0.0,0.7402263,0.7402263,1,0.029087066650390625,23.03934097290039
0.0,0.62168956,0.62168956,1,0.022172927856445312,16.292095184326172
0.0,0.7768699,0.7768699,1,0.09012222290039062,26.60369873046875
0.0,0.6979353,0.6979353,1,0.0247955322265625,21.739721298217773
0.0,0.5670493,0.5670493,1,0.024080276489257812,25.333881378173828
0.0,0.48881245,0.48881245,1,0.03409385681152344,19.721031188964844
0.0,0.52887887,0.52887887,1,0.024080276489257812,77.70204544067383
0.0,0.6504426,0.6504426,1,0.029325485229492188,18.149375915527344
0.0,0.48054177,0.48054177,1,0.02288818359375,20.303010940551758
0.0,0.5679607,0.5679607,1,0.044345855712890625,46.07439041137695
0.0,0.51555073,0.51555073,1,0.02193450927734375,17.38715171813965
0.0,0.52793205,0.52793205,1,0.018596649169921875,16.61825180053711
0.0,0.5010628,0.5010628,1,0.031232833862304688,30.20501136779785
0.0,0.46535426,0.46535426,1,0.0286102294921875,21.323680877685547
0.0,0.87166595,0.87166595,1,0.04792213439941406,51.74517631530762
0.0,0.5185447,0.5185447,1,0.03790855407714844,22.144794464111328
